id,title,product_type,currency,cost,image_link,seller_name, rating,color,description,new_title,gender,google_brand
GGOECOLJ199399,Google Cloud Large Executive Journal,"['Electronics', 'Notebooks']",USD,98,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOECOLJ199399.jpg,Canvas Couture,2.6,"['Grey', 'Green']",The Google Cloud Branded Notebook is a great way to show your support for Google Cloud. This notebook is made with high-quality materials and features a sleek design. Its the perfect size for taking notes on the go.,Google Cloud Branded Notebook,Unisex,Google Cloud
GGEBCAPJ100410,Google Cloud Leatherette Patch Hat,"['Apparel', 'Unisex']",USD,87,https://shop.googlemerchandisestore.com/store/20210125633/assets/items/images/GGEBCAPJ100410.jpg,Rebel Threads,2.9,"['Black', 'Brown']",This is a high-quality unisex snapback. It is made of 100% cotton and features a brown leather patch with the Google logo on the front. The snapback is adjustable and will fit most head sizes.,Unisex Snapback,Unisex,Google
GGEBCAPJ100410,Google Cloud Leatherette Patch Hat,"['Apparel', 'Unisex']",USD,91,https://shop.googlemerchandisestore.com/store/20210125633/assets/items/images/GGEBCAPJ100410.jpg,Print Pop,2.5,"['Black', 'Brown']",This is a high-quality unisex snapback. It is made of 100% cotton and features a brown leather patch with the Google logo on the front. The snapback is adjustable and will fit most head sizes.,Unisex Snapback,Unisex,Google
GGSIGADJ102617,Google Cloud Men's Patagonia Sweater Grey,"['jackets', 'sweaters']",USD,69,https://shop.googlemerchandisestore.com/store/20181114733/assets/items/images/GGSIGXXX1026.jpg,Fandom Finds,3.3,"['gray', 'black']","A warm, comfortable fleece jacket made from 100% recycled polyester. Fair Trade Certified™ sewn.",Patagonia Mens Better Sweater Fleece Jacket,men,Patagonia
GGSIGADJ102617,Google Cloud Men's Patagonia Sweater Grey,"['jackets', 'sweaters']",USD,52,https://shop.googlemerchandisestore.com/store/20181114733/assets/items/images/GGSIGXXX1026.jpg,Fandom Finds,3.0,"['gray', 'black']","A warm, comfortable fleece jacket made from 100% recycled polyester. Fair Trade Certified™ sewn.",Patagonia Mens Better Sweater Fleece Jacket,men,Patagonia
GGSIGADJ102617,Google Cloud Men's Patagonia Sweater Grey,"['jackets', 'sweaters']",USD,69,https://shop.googlemerchandisestore.com/store/20181114733/assets/items/images/GGSIGXXX1026.jpg,Canvas Couture,2.6,"['gray', 'black']","A warm, comfortable fleece jacket made from 100% recycled polyester. Fair Trade Certified™ sewn.",Patagonia Mens Better Sweater Fleece Jacket,men,Patagonia
GGSIGADJ102617,Google Cloud Men's Patagonia Sweater Grey,"['jackets', 'sweaters']",USD,69,https://shop.googlemerchandisestore.com/store/20181114733/assets/items/images/GGSIGXXX1026.jpg,Zen Zone,2.7,"['gray', 'black']","A warm, comfortable fleece jacket made from 100% recycled polyester. Fair Trade Certified™ sewn.",Patagonia Mens Better Sweater Fleece Jacket,men,Patagonia
GGSIGADJ102617,Google Cloud Men's Patagonia Sweater Grey,"['jackets', 'sweaters']",USD,61,https://shop.googlemerchandisestore.com/store/20181114733/assets/items/images/GGSIGXXX1026.jpg,Fandom Finds,3.3,"['gray', 'black']","A warm, comfortable fleece jacket made from 100% recycled polyester. Fair Trade Certified™ sewn.",Patagonia Mens Better Sweater Fleece Jacket,men,Patagonia
GGEBCCBQ101599,Google Cloud Sports Towel,['office supplies'],USD,31,https://shop.googlemerchandisestore.com/store/20210125633/assets/items/images/GGEBCCBQ101599.jpg,Sarcasm Society,3.8,"['white', 'multicolor']",A notepad with the Google Cloud logo on it.,Google Cloud Notepad,unisex,Google Cloud
GGEBCCBQ101599,Google Cloud Sports Towel,['office supplies'],USD,38,https://shop.googlemerchandisestore.com/store/20210125633/assets/items/images/GGEBCCBQ101599.jpg,Minimalist Manifesto,3.9,"['white', 'multicolor']",A notepad with the Google Cloud logo on it.,Google Cloud Notepad,unisex,Google Cloud
GGOECAEB189818,Google Cloud Unisex Onyx Zip Hoodie,"['sweatshirts', 'jackets']",USD,41,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOECXXX1898.jpg,Canvas Couture,3.4,"['black', 'white', 'gray']",This is a black zip hoodie with the Google Cloud logo on the front.,Google Cloud Zip Hoodie,men,Google Cloud
GGOECAEB189818,Google Cloud Unisex Onyx Zip Hoodie,"['sweatshirts', 'jackets']",USD,26,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOECXXX1898.jpg,Quirk & Co.,4.5,"['black', 'white', 'gray']",This is a black zip hoodie with the Google Cloud logo on the front.,Google Cloud Zip Hoodie,men,Google Cloud
GGOECAEB189818,Google Cloud Unisex Onyx Zip Hoodie,"['sweatshirts', 'jackets']",USD,41,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOECXXX1898.jpg,Zen Zone,4.3,"['black', 'white', 'gray']",This is a black zip hoodie with the Google Cloud logo on the front.,Google Cloud Zip Hoodie,men,Google Cloud
GGOECAEB189818,Google Cloud Unisex Onyx Zip Hoodie,"['sweatshirts', 'jackets']",USD,35,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOECXXX1898.jpg,Sarcasm Society,3.8,"['black', 'white', 'gray']",This is a black zip hoodie with the Google Cloud logo on the front.,Google Cloud Zip Hoodie,men,Google Cloud
GGOECAEB189818,Google Cloud Unisex Onyx Zip Hoodie,"['sweatshirts', 'jackets']",USD,30,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOECXXX1898.jpg,Minimalist Manifesto,3.9,"['black', 'white', 'gray']",This is a black zip hoodie with the Google Cloud logo on the front.,Google Cloud Zip Hoodie,men,Google Cloud
GGPRGCBA113415,Google Explorer Set Women's,"['Jackets & Coats', 'Jackets']",USD,86,https://shop.googlemerchandisestore.com/store/20210405858/assets/items/images/GGPRGXXX1134.jpg,90s Nostalgia,4.0,['Black'],"This Google jacket is a stylish and functional piece of outerwear perfect for the colder months. The jacket is made from high-quality materials and features a water-resistant finish, making it ideal for rainy or snowy days. The jacket also has a warm fleece lining, ensuring you stay comfortable even in the coldest weather.",Google Mens Black Puffer Jacket,men,Google
GGPRGCBA113415,Google Explorer Set Women's,"['Jackets & Coats', 'Jackets']",USD,74,https://shop.googlemerchandisestore.com/store/20210405858/assets/items/images/GGPRGXXX1134.jpg,Custom Culture,2.7,['Black'],"This Google jacket is a stylish and functional piece of outerwear perfect for the colder months. The jacket is made from high-quality materials and features a water-resistant finish, making it ideal for rainy or snowy days. The jacket also has a warm fleece lining, ensuring you stay comfortable even in the coldest weather.",Google Mens Black Puffer Jacket,men,Google
GGCPGAED157110,Google Heathered Pom Beanie,"['Apparel', 'Beanies']",USD,35,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGAED157110.jpg,Wanderlust Wardrobe,3.2,"['White', 'Cream']",Carhartt WIPs watch hat is made from a warm wool blend and features a fold-up cuff. Its finished with a Carhartt square label.,Carhartt WIP Watch Hat,Unisex,Google
GGCPGAED157110,Google Heathered Pom Beanie,"['Apparel', 'Beanies']",USD,47,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGAED157110.jpg,Gadget Guru,3.0,"['White', 'Cream']",Carhartt WIPs watch hat is made from a warm wool blend and features a fold-up cuff. Its finished with a Carhartt square label.,Carhartt WIP Watch Hat,Unisex,Google
GGOEGAWR061849,Google Infant Short Sleeve Tee Red,"['Clothing', 'Tops', 'T-shirts']",USD,96,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0618.jpg,Canvas Couture,2.6,"['Red', 'White']",This is a red baby t-shirt with the Google logo on it.,Google Baby T-shirt,Unisex,Google
GGOEGAWR061849,Google Infant Short Sleeve Tee Red,"['Clothing', 'Tops', 'T-shirts']",USD,96,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGAAX0618.jpg,Gamer Gear,3.6,"['Red', 'White']",This is a red baby t-shirt with the Google logo on it.,Google Baby T-shirt,Unisex,Google
GGOEGAXQ089128,Google Kids Tee White,['t-shirts'],USD,8,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX0891.jpg,Inside Joke Emporium,4.0,"['white', 'multicolor']",A white t-shirt with the Google logo on the front.,Google T-Shirt,unisex,Google
GGOEGAXQ089128,Google Kids Tee White,['t-shirts'],USD,10,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX0891.jpg,Fandom Finds,3.3,"['white', 'multicolor']",A white t-shirt with the Google logo on the front.,Google T-Shirt,unisex,Google
GGOEGAXQ089128,Google Kids Tee White,['t-shirts'],USD,8,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX0891.jpg,Zen Zone,2.7,"['white', 'multicolor']",A white t-shirt with the Google logo on the front.,Google T-Shirt,unisex,Google
GGOEGAXQ089128,Google Kids Tee White,['t-shirts'],USD,8,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX0891.jpg,Ironic Icons,2.5,"['white', 'multicolor']",A white t-shirt with the Google logo on the front.,Google T-Shirt,unisex,Google
GGOEGAXQ089128,Google Kids Tee White,['t-shirts'],USD,6,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGXXX0891.jpg,Ironic Icons,2.5,"['white', 'multicolor']",A white t-shirt with the Google logo on the front.,Google T-Shirt,unisex,Google
GGOEGCBA150799,Google Large Pet Leash (Red/Yellow),"['Pet supplies', 'Dog leashes']",USD,31,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGCBA150799.jpg,Fandom Finds,3.3,"['Red', 'Orange', 'Yellow']",The Google Dog Leash is a high-quality leash that is made of durable materials. It is comfortable to hold and has a reflective strip for added visibility at night.,Google Dog Leash,Unisex,Google
GGOEGBTQ125999,Google Large White Gift Bag,['Watches'],USD,100,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/noimage.jpg,Pop Art Provisions,3.0,"['Black', 'White']","The Casio F-91W is a classic digital watch that has been around for decades. It is known for its simple design, reliability, and affordability. The watch has a black resin band and a black dial with white numbers and markings. It is water-resistant up to 50 meters and has a battery life of up to 7 years.",Casio Mens F-91W-1 Classic Resin Strap Digital Sport Watch,men,Casio
GGOEGBTQ125999,Google Large White Gift Bag,['Watches'],USD,100,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/noimage.jpg,Meme Mart,3.9,"['Black', 'White']","The Casio F-91W is a classic digital watch that has been around for decades. It is known for its simple design, reliability, and affordability. The watch has a black resin band and a black dial with white numbers and markings. It is water-resistant up to 50 meters and has a battery life of up to 7 years.",Casio Mens F-91W-1 Classic Resin Strap Digital Sport Watch,men,Casio
GGOEGBTQ125999,Google Large White Gift Bag,['Watches'],USD,100,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/noimage.jpg,Fandom Finds,3.3,"['Black', 'White']","The Casio F-91W is a classic digital watch that has been around for decades. It is known for its simple design, reliability, and affordability. The watch has a black resin band and a black dial with white numbers and markings. It is water-resistant up to 50 meters and has a battery life of up to 7 years.",Casio Mens F-91W-1 Classic Resin Strap Digital Sport Watch,men,Casio
GGOEGBTQ125999,Google Large White Gift Bag,['Watches'],USD,91,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/noimage.jpg,Minimalist Manifesto,3.9,"['Black', 'White']","The Casio F-91W is a classic digital watch that has been around for decades. It is known for its simple design, reliability, and affordability. The watch has a black resin band and a black dial with white numbers and markings. It is water-resistant up to 50 meters and has a battery life of up to 7 years.",Casio Mens F-91W-1 Classic Resin Strap Digital Sport Watch,men,Casio
GGOEGCXH216699,Google Mountain View Campus Socks,"['Apparel & Accessories', 'Socks']",USD,75,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGCXH216699.jpg,Expression Essentials,3.1,"['Green', 'Orange']","The Google Cloud Fun Times Ahead Socks are the perfect way to show your love for Google Cloud and your sense of humor. These socks are made from a soft and comfortable cotton blend, and they feature a colorful and eye-catching design.",Google Cloud Fun Times Ahead Socks,Unisex,Google Cloud
GGCPGBJB162499,Google Packable Bag Black Sales School Kit,"['Bags', 'Travel Bags', 'Duffel Bags']",USD,82,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGBJB162499.jpg,Print Pop,4.1,"['Black', 'Grey']","The Google Duffel Bag is made of lightweight, water-resistant material and features a spacious main compartment, a front zippered pocket, and an adjustable shoulder strap. Its perfect for carrying your essentials to the gym, the office, or on your next trip.",Google Duffel Bag,Unisex,Google
GGCPGBJB162499,Google Packable Bag Black Sales School Kit,"['Bags', 'Travel Bags', 'Duffel Bags']",USD,78,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGBJB162499.jpg,Inside Joke Emporium,4.0,"['Black', 'Grey']","The Google Duffel Bag is made of lightweight, water-resistant material and features a spacious main compartment, a front zippered pocket, and an adjustable shoulder strap. Its perfect for carrying your essentials to the gym, the office, or on your next trip.",Google Duffel Bag,Unisex,Google
GGCPGBJB162499,Google Packable Bag Black Sales School Kit,"['Bags', 'Travel Bags', 'Duffel Bags']",USD,70,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGBJB162499.jpg,Fandom Finds,3.3,"['Black', 'Grey']","The Google Duffel Bag is made of lightweight, water-resistant material and features a spacious main compartment, a front zippered pocket, and an adjustable shoulder strap. Its perfect for carrying your essentials to the gym, the office, or on your next trip.",Google Duffel Bag,Unisex,Google
GGCPGBJB162499,Google Packable Bag Black Sales School Kit,"['Bags', 'Travel Bags', 'Duffel Bags']",USD,82,https://shop.googlemerchandisestore.com/store/20190522377/assets/items/images/GGCPGBJB162499.jpg,Fandom Finds,2.5,"['Black', 'Grey']","The Google Duffel Bag is made of lightweight, water-resistant material and features a spacious main compartment, a front zippered pocket, and an adjustable shoulder strap. Its perfect for carrying your essentials to the gym, the office, or on your next trip.",Google Duffel Bag,Unisex,Google
GGPRGBRJ109599,Google Recycled Cooler Backpack,"['Backpacks', 'Laptop Bags']",USD,16,https://shop.googlemerchandisestore.com/store/20210405858/assets/items/images/GGPRGBRJ109599.jpg,Quirk & Co.,3.1,"['Black', 'Charcoal']","The Google Commuter Backpack is a stylish and functional backpack perfect for carrying your everyday essentials. It features a spacious main compartment, a front zippered pocket, and two side mesh pockets. The backpack is made from durable water-resistant material and has a padded back and shoulder straps for added comfort.",Google Commuter Backpack,Unisex,Google
GGPRGBRJ109599,Google Recycled Cooler Backpack,"['Backpacks', 'Laptop Bags']",USD,29,https://shop.googlemerchandisestore.com/store/20210405858/assets/items/images/GGPRGBRJ109599.jpg,The Graphic Garage,4.1,"['Black', 'Charcoal']","The Google Commuter Backpack is a stylish and functional backpack perfect for carrying your everyday essentials. It features a spacious main compartment, a front zippered pocket, and two side mesh pockets. The backpack is made from durable water-resistant material and has a padded back and shoulder straps for added comfort.",Google Commuter Backpack,Unisex,Google
GGOEGCBR136499,Google Red YoYo,"['Toys & Games', 'Novelty & Gag Toys']",USD,29,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGCBR136499.jpg,Inside Joke Emporium,4.0,"['Red', 'White']","The Google Yo-Yo is a fun and nostalgic way to show your love for Google. Made of durable plastic, this yo-yo is perfect for kids and adults alike. The bright red and white colors are sure to catch everyones eye.",Google Yo-Yo,Unisex,Google
GGOEGBJH124599,Google Seaport Tote,"['bags', 'womens fashion']",USD,48,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGBJH124599.jpg,Dreamer's Den,3.2,"['black', 'white', 'green']",This is a striped tote bag with a green bottom. It is made of canvas and has leather handles. The bag is perfect for carrying your everyday essentials.,Striped Tote Bag with Green Bottom,women,Google
GGOEGBJH124599,Google Seaport Tote,"['bags', 'womens fashion']",USD,52,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGBJH124599.jpg,Mystic Market,4.2,"['black', 'white', 'green']",This is a striped tote bag with a green bottom. It is made of canvas and has leather handles. The bag is perfect for carrying your everyday essentials.,Striped Tote Bag with Green Bottom,women,Google
GGOEGCKH148999,Google Seattle Campus Sticker,"['Electronics', 'Smart Home']",USD,27,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGCKH148999.jpg,Zen Zone,4.3,"['Blue', 'White']","Google Home is a smart speaker and home assistant developed by Google. It is a hands-free device that is powered by the Google Assistant and can be used to control smart devices, play music, answer questions, and more. The device is available in a variety of colors and can be placed anywhere in the home.",Google Home - A smart speaker and home assistant,Unisex,Google
GGOEGCKH148999,Google Seattle Campus Sticker,"['Electronics', 'Smart Home']",USD,37,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGCKH148999.jpg,Vinyl Vault,4.4,"['Blue', 'White']","Google Home is a smart speaker and home assistant developed by Google. It is a hands-free device that is powered by the Google Assistant and can be used to control smart devices, play music, answer questions, and more. The device is available in a variety of colors and can be placed anywhere in the home.",Google Home - A smart speaker and home assistant,Unisex,Google
GGOEGBPB021199,Google Slim Utility Travel Bag,"['Electronics', 'Camera & Photo', 'Camera Accessories', 'Camera Bags & Cases']",USD,65,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGBPB021199.jpg,Rebel Threads,2.9,"['Black', 'Orange']","The Google Camera Case is a compact and lightweight case designed to protect your camera from bumps and scratches. It is made of durable nylon and features a water-resistant coating. The case has a main compartment with a zippered closure, as well as a front pocket for storing small accessories. It also has a convenient carrying handle.",Google Camera Case,Unisex,Google
GGOEGBPB021199,Google Slim Utility Travel Bag,"['Electronics', 'Camera & Photo', 'Camera Accessories', 'Camera Bags & Cases']",USD,73,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGBPB021199.jpg,Fandom Finds,3.3,"['Black', 'Orange']","The Google Camera Case is a compact and lightweight case designed to protect your camera from bumps and scratches. It is made of durable nylon and features a water-resistant coating. The case has a main compartment with a zippered closure, as well as a front pocket for storing small accessories. It also has a convenient carrying handle.",Google Camera Case,Unisex,Google
GGOEGBPB021199,Google Slim Utility Travel Bag,"['Electronics', 'Camera & Photo', 'Camera Accessories', 'Camera Bags & Cases']",USD,72,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGBPB021199.jpg,Offbeat Outfitters,2.7,"['Black', 'Orange']","The Google Camera Case is a compact and lightweight case designed to protect your camera from bumps and scratches. It is made of durable nylon and features a water-resistant coating. The case has a main compartment with a zippered closure, as well as a front pocket for storing small accessories. It also has a convenient carrying handle.",Google Camera Case,Unisex,Google
GGOEGBPB021199,Google Slim Utility Travel Bag,"['Electronics', 'Camera & Photo', 'Camera Accessories', 'Camera Bags & Cases']",USD,69,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGBPB021199.jpg,Quirk & Co.,3.1,"['Black', 'Orange']","The Google Camera Case is a compact and lightweight case designed to protect your camera from bumps and scratches. It is made of durable nylon and features a water-resistant coating. The case has a main compartment with a zippered closure, as well as a front pocket for storing small accessories. It also has a convenient carrying handle.",Google Camera Case,Unisex,Google
GGOEGDNB206499,Google Speckled MiiR Tumbler,"['Drinkware', 'Tumblers']",USD,57,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDNB206499.jpg,Mystic Market,4.2,"['Black', 'White']","The Google Tumbler is a stylish and functional way to enjoy your favorite beverages. Made of high-quality stainless steel, this tumbler is durable and will keep your drinks hot or cold for hours. The tumbler features a leak-proof lid and a comfortable grip, making it perfect for on-the-go use. The black and white speckled design is sure to turn heads wherever you go.",Google Tumbler,Unisex,Google
GGOEGDNB206499,Google Speckled MiiR Tumbler,"['Drinkware', 'Tumblers']",USD,72,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDNB206499.jpg,Custom Culture,2.7,"['Black', 'White']","The Google Tumbler is a stylish and functional way to enjoy your favorite beverages. Made of high-quality stainless steel, this tumbler is durable and will keep your drinks hot or cold for hours. The tumbler features a leak-proof lid and a comfortable grip, making it perfect for on-the-go use. The black and white speckled design is sure to turn heads wherever you go.",Google Tumbler,Unisex,Google
GGOEGDNB206499,Google Speckled MiiR Tumbler,"['Drinkware', 'Tumblers']",USD,72,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDNB206499.jpg,Meme Mart,3.9,"['Black', 'White']","The Google Tumbler is a stylish and functional way to enjoy your favorite beverages. Made of high-quality stainless steel, this tumbler is durable and will keep your drinks hot or cold for hours. The tumbler features a leak-proof lid and a comfortable grip, making it perfect for on-the-go use. The black and white speckled design is sure to turn heads wherever you go.",Google Tumbler,Unisex,Google
GGOEGDNB206499,Google Speckled MiiR Tumbler,"['Drinkware', 'Tumblers']",USD,61,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDNB206499.jpg,Ironic Icons,2.5,"['Black', 'White']","The Google Tumbler is a stylish and functional way to enjoy your favorite beverages. Made of high-quality stainless steel, this tumbler is durable and will keep your drinks hot or cold for hours. The tumbler features a leak-proof lid and a comfortable grip, making it perfect for on-the-go use. The black and white speckled design is sure to turn heads wherever you go.",Google Tumbler,Unisex,Google
GGOEGDNB206499,Google Speckled MiiR Tumbler,"['Drinkware', 'Tumblers']",USD,61,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGDNB206499.jpg,Mystic Market,4.2,"['Black', 'White']","The Google Tumbler is a stylish and functional way to enjoy your favorite beverages. Made of high-quality stainless steel, this tumbler is durable and will keep your drinks hot or cold for hours. The tumbler features a leak-proof lid and a comfortable grip, making it perfect for on-the-go use. The black and white speckled design is sure to turn heads wherever you go.",Google Tumbler,Unisex,Google
GGOEGCBA186399,Google Striped Shoelaces Black,"['Apparel & Accessories', 'Shoes', 'Sneakers']",USD,54,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGCBA186399.jpg,Canvas Couture,3.4,"['Black', 'Red', 'Yellow', 'Blue']",These unisex rainbow shoelaces are a great way to add a pop of color to your favorite pair of shoes. They are made with durable materials and are sure to last. The laces are 45 inches long and are available in a variety of colors.,Unisex Rainbow Shoelaces - Black,Unisex,Google
GGOEGCBA186399,Google Striped Shoelaces Black,"['Apparel & Accessories', 'Shoes', 'Sneakers']",USD,60,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGCBA186399.jpg,Gadget Guru,3.0,"['Black', 'Red', 'Yellow', 'Blue']",These unisex rainbow shoelaces are a great way to add a pop of color to your favorite pair of shoes. They are made with durable materials and are sure to last. The laces are 45 inches long and are available in a variety of colors.,Unisex Rainbow Shoelaces - Black,Unisex,Google
GGOEGBGJ132699,Google Tech Taco,"['Electronics', 'Accessories']",USD,51,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGBGJ132699.jpg,Motivation Merch,3.1,['Grey'],"Keep your cables tidy and organized with this felt cable organizer. The organizer is made of durable felt material and features a magnetic closure. The organizer is perfect for storing and organizing your cables, and it can be easily folded up when not in use.",Google Felt Cable Organizer,Unisex,Google
GGOEGBGJ132699,Google Tech Taco,"['Electronics', 'Accessories']",USD,55,https://shop.googlemerchandisestore.com/store/20160512512/assets/items/images/GGOEGBGJ132699.jpg,Expression Essentials,3.1,['Grey'],"Keep your cables tidy and organized with this felt cable organizer. The organizer is made of durable felt material and features a magnetic closure. The organizer is perfect for storing and organizing your cables, and it can be easily folded up when not in use.",Google Felt Cable Organizer,Unisex,Google
